(答案),﻿題號,問題,(1) 選項1,(2) 選項2,(3) 選項3,(4) 選項4
(2),140,「業餘衛星業務」主要使用哪些頻段？,(1) 中波頻段。,(2) 專為業餘衛星分配之超高頻 (UHF) 或極高頻 (VHF) 頻段。,(3) 長波頻段。,(4) 電視頻段。
(1),141,業餘無線電人員執照持有人死亡後，其執照應如何處理？,(1) 註銷或由繼承人依規定處理。,(2) 傳給兒子。,(3) 繼續有效。,(4) 扔掉。
(3),142,二等業餘無線電人員是否可以使用 28MHz 頻段？,(1) 不可以。,(2) 僅限週末。,(3) 可以。,(4) 只有白天可以。
(4),143,業餘電臺執照持有人遷移地址，逾期未申報異動，會受到什麼處分？,(1) 拘留。,(2) 沒收財產。,(3) 沒有處分。,(4) 罰鍰並責令限期改善。
(2),144,業餘電臺天線是否可以安裝在公共電桿上？,(1) 可以。,(2) 不可以，應有獨立支撐結構或經產權所有人同意之合法建物。,(3) 只要沒人看到就可以。,(4) 只有警察可以。
(1),145,「寄生發射」是指什麼？,(1) 於必需頻帶寬度外之頻率產生的不必要輻射。,(2) 正常的諧波。,(3) 對方電臺傳來的干擾。,(4) 收音機的聲音。
(3),146,二等業餘人員在 144-146MHz 頻段可使用的發射功率為何？,(1) 1 瓦。,(2) 10 瓦。,(3) 依執照核准（最高不超過 100 瓦）。,(4) 5 瓦。
(4),147,業餘無線電通訊紀錄應如何備查？,(1) 放在保險箱。,(2) 燒毀。,(3) 定期寄給 NCC。,(4) 應妥善保存一年，供主管機關隨時查驗。
(2),148,業餘電臺之發射頻率若偏離指配頻段，會造成什麼後果？,(1) 省電。,(2) 干擾其他合法業務並違反規章。,(3) 通訊變清楚。,(4) 沒影響。
(1),149,二等業餘無線電人員參加資格測試之規費，依何種規定收取？,(1) 規費法及主管機關公告之收費標準。,(2) 自由樂捐。,(3) 免費。,(4) 每題 100 元。
(3),150,業餘無線電人員是否可以利用電臺傳送加密（加密碼）之信息？,(1) 可以。,(2) 為了保密可以。,(3) 不得傳送足以隱蔽通訊內容之加密信息。,(4) 只有高級人員可以。
(4),151,下列何者屬於業餘無線電管理之範疇？,(1) 頻率分配。,(2) 呼號指配。,(3) 電臺設備技術規範。,(4) 以上皆是。
(2),152,業餘電臺之天線增益與發射功率之乘積，稱為？,(1) 總功率。,(2) 有效輻射功率 (ERP)。,(3) 消耗功率。,(4) 假負載。
(1),153,業餘無線電人員測試時，應攜帶什麼證件？,(1) 國民身分證。,(2) 圖書館證。,(3) 學生證。,(4) 信用卡。
(3),154,業餘電臺呼號前綴為「BU」代表什麼等級？,(1) 一等。,(2) 二等。,(3) 三等。,(4) 臨時電臺。
(4),155,業餘電臺設置者對於鄰近居民之健康，應注意什麼？,(1) 不用理會。,(2) 盡量吵鬧。,(3) 增加功率。,(4) 符合電磁波輻射安全相關標準。
(2),156,二等業餘無線電人員之測試科目中，「電磁相容性技術」佔多少題？,(1) 10 題。,(2) 2 題。,(3) 5 題。,(4) 8 題。
(1),157,業餘無線電人員通訊紀錄若使用電子檔紀錄，是否符合規定？,(1) 符合，但應隨時可列印或供查閱。,(2) 不符合。,(3) 必須手寫。,(4) 必須刻在石頭上。
(3),158,業餘中繼電臺之設置，應由何種單位申請？,(1) 個人。,(2) 公司。,(3) 業餘無線電團體。,(4) 學校。
(4),159,業餘電臺發射之信號若產生嚴重干擾，主管機關得採取什麼行動？,(1) 責令停止使用。,(2) 限制發射時間。,(3) 廢止執照。,(4) 以上皆是。
(2),160,業餘無線電人員是否可以協助政府進行災害防救通訊？,(1) 不可以。,(2) 可以，且應優先處理緊急通信。,(3) 必須收費才做。,(4) 只有軍人才可以。
(1),161,「業餘無線電管理辦法」的法源依據為何？,(1) 電信管理法。,(2) 刑法。,(3) 民法。,(4) 道路交通管理處罰條例。
(3),162,二等業餘人員是否可以操作 10GHz 以上的頻段？,(1) 不可以。,(2) 僅限三等人員。,(3) 可以，依規定之業餘頻段。,(4) 必須一等才行。
(2),163,業餘電臺之發射頻率，若使用 F3E 模式，是指？,(1) 摩爾斯碼。,(2) 調頻 (FM) 語音。,(3) 調幅 (AM) 語音。,(4) 數位數據。
(4),164,業餘無線電人員更換新的無線電機設備，應如何辦理？,(1) 直接換掉。,(2) 偷偷換。,(3) 報廢舊機。,(4) 申請變更登記並經審驗合格。
(1),165,業餘無線電通訊中，若要轉送氣象預報資訊，應遵守什麼？,(1) 應註明資訊來源且不得用於營利。,(2) 隨便轉送。,(3) 必須自己測量。,(4) 只有氣象局人員可以。
(3),166,業餘電臺之識別呼號指配後，多久可以使用？,(1) 一年後。,(2) 測試完立即使用。,(3) 取得電臺執照後始得使用。,(4) 買了機器就用。
(2),167,業餘人員參加較高等級測試不及格時，其原領執照是否受影響？,(1) 廢止。,(2) 不受影響，繼續有效。,(3) 降級。,(4) 罰款。
(4),168,業餘無線電管理辦法規定的「團體」，是指？,(1) 互助會。,(2) 幫派。,(3) 公司。,(4) 依法設立之業餘無線電推廣相關人民團體。
(1),169,業餘電臺之機件故障，導致頻率偏移，應？,(1) 立即修復或停止使用。,(2) 繼續撐著用。,(3) 提高發射功率。,(4) 換一條天線。
(3),170,業餘無線電人員在通訊時，應保持什麼態度？,(1) 高傲。,(2) 無禮。,(3) 謙讓及禮貌。,(4) 沈默。
(2),171,業餘電臺是否可以與外國業餘電臺通訊？,(1) 禁止。,(2) 除非該國政府明文禁止。,(3) 只有過年可以。,(4) 必須先申請出國。
(1),172,二等業餘人員測試及格後，應於幾日內申請領照？,(1) 依測試單位規定或一年內。,(2) 十年。,(3) 五天。,(4) 當天。
(4),173,業餘電臺之天線結構，若位於機場週邊，應符合什麼？,(1) 越多燈越好。,(2) 顏色鮮艷。,(3) 越高越好。,(4) 民用航空法關於建築物及障礙物之高度限制。
(2),174,業餘電臺發射之「單側波帶 (SSB)」屬於哪種調變？,(1) 調頻。,(2) 調幅的變體。,(3) 數位。,(4) 脈衝。
(3),175,業餘無線電人員執照持有人之姓名變更時，應？,(1) 重新考試。,(2) 沒關係。,(3) 辦理執照更名換發。,(4) 改回原名。
(1),176,二等業餘人員在 3.5MHz 頻段之發射功率限制為何？,(1) 依其電臺執照載明。,(2) 1 瓦。,(3) 10 瓦。,(4) 25 瓦。
(4),177,業餘無線電愛好者被稱為「Ham」的原因之一是？,(1) 喜歡吃火腿。,(2) 跑得慢。,(3) 很大聲。,(4) 早期的歷史淵源與傳統稱呼。
(2),178,業餘電臺通訊紀錄中的「時間」建議使用？,(1) 鬧鐘時間。,(2) 24 小時制。,(3) 12 小時制。,(4) 沙漏。
(3),179,業餘無線電管理辦法規定，業餘電臺之輸出功率不得超過多少瓦？,(1) 100 瓦。,(2) 500 瓦。,(3) 1000 瓦。,(4) 5000 瓦。
(1),180,業餘人員是否可以自行製作無線電發射機？,(1) 可以，但需符合技術規範並申請審驗合格始得使用。,(2) 絕對不可以。,(3) 隨便做隨便用。,(4) 只有工廠可以。
(4),181,業餘電臺識別呼號之分配，一個電臺可以有幾個呼號？,(1) 三個。,(2) 十個。,(3) 無數個。,(4) 一個。
(2),182,業餘無線電測試中，「無線電相關安全防護」佔多少題？,(1) 5 題。,(2) 2 題。,(3) 10 題。,(4) 1 題。
(3),183,業餘電臺之作業場所應具備什麼安全設施？,(1) 電視機。,(2) 沙發。,(3) 適當之接地及滅火設備。,(4) 音響。
(1),184,業餘人員若違反管理辦法，情節輕微者，主管機關會先？,(1) 警告並令限期改善。,(2) 直接關進監牢。,(3) 沒收財產。,(4) 吊銷執照。
(4),185,二等業餘人員是否可以操作 18MHz 頻段？,(1) 不可以。,(2) 僅限一等。,(3) 僅限三等。,(4) 可以。
(2),186,業餘無線電通訊中，報呼號的頻率為何？,(1) 每一秒報一次。,(2) 通信開始及結束時，以及每隔十分鐘（或通訊中約三十鐘）。,(3) 只要報一次。,(4) 從不報。
(3),187,業餘電臺是否可以作為商業備用通信？,(1) 可以。,(2) 只要付錢就可以。,(3) 不可以。,(4) 只有週一可以。
(1),188,二等業餘無線電人員之測試學科題庫，共約多少題？,(1) 600 多題。,(2) 100 題。,(3) 1000 題。,(4) 50 題。
(4),189,業餘電臺發射之波束若掃描天空，應避免干擾什麼？,(1) 雲朵。,(2) 太陽。,(3) 月亮。,(4) 航空雷達及其他合法通信。
(2),190,業餘無線電人員執照過期，但在換照期間內，是否可以操作？,(1) 不可以。,(2) 可以，已提出申請換發者視同有效。,(3) 只能接收。,(4) 只能低功率。
(1),191,「業餘電臺執照」應置於何處？,(1) 設置地點之明顯處或隨身攜帶（行動式）。,(2) 保險箱。,(3) 公司。,(4) 銀行。
(3),192,業餘電臺呼號中的數字「1」代表？,(1) 台北市。,(2) 台中市。,(3) 桃園市、新竹縣、新竹市。,(4) 高雄市。
(4),193,二等業餘人員可使用的發射功率，最大可達多少瓦（依執照核定）？,(1) 25 瓦。,(2) 50 瓦。,(3) 100 瓦。,(4) 高功率電臺可達 1000 瓦。
(2),194,業餘無線電人員測試及格證明書，若遺失如何申請？,(1) 報警。,(2) 檢具申請書向原測試單位申請補發。,(3) 重新測試。,(4) 不用補發。
(1),195,業餘電臺之天線增益，若使用 dBi 為單位，是指相對於？,(1) 各向同性天線。,(2) 半波偶極天線。,(3) 避雷針。,(4) 地面。
(3),196,業餘無線電人員是否可以協助轉發新聞？,(1) 可以。,(2) 只要好玩就可以。,(3) 禁止。,(4) 只有一等人員可以。
(4),197,二等業餘人員之測試科目中，「射頻干擾的預防與排除」佔多少題？,(1) 5 題。,(2) 10 題。,(3) 15 題。,(4) 1 題。
(2),198,業餘電臺之識別呼號，若第二字元為數字，通常代表？,(1) 電臺等級。,(2) 所在地。,(3) 機器數量。,(4) 使用頻率。
(1),199,業餘電臺是否可以播放音樂或影片？,(1) 嚴禁播放。,(2) 只要不吵到人。,(3) 只有週日。,(4) 只有自己聽。
(3),200,業餘無線電人員之操作權限，若為二等，可操作之最高頻率？,(1) 只有 430MHz。,(2) 只有 144MHz。,(3) 依規定之所有業餘頻段。,(4) 只有 1.8MHz。
(2),201,業餘電臺之發射機若非型式認證，應如何申請執照？,(1) 不能申請。,(2) 檢附技術規格資料經審驗合格。,(3) 直接使用。,(4) 偷偷用。
(4),202,業餘電臺通訊時，應避免使用什麼語句？,(1) 你好。,(2) 謝謝。,(3) 請。,(4) 粗俗、不雅或具人身攻擊之語句。
(1),203,業餘無線電管理辦法所稱「行動式業餘電臺」，不包括？,(1) 設置於固定建築物內之電臺。,(2) 手持式電臺。,(3) 車載式電臺。,(4) 船載式業餘電臺。
(3),204,業餘電臺執照之更換规費是多少？,(1) 免費。,(2) 100 元。,(3) 依主管機關公告之標準。,(4) 1000 元。
(2),205,二等業餘人員在 50MHz 頻段最大輸出功率？,(1) 5 瓦。,(2) 依執照（最高可達 100 瓦以上，視等級而定）。,(3) 1 瓦。,(4) 10 瓦。
(4),206,業餘電臺呼號前綴「BX」代表？,(1) 特殊電臺。,(2) 團體電臺。,(3) 外籍人員電臺。,(4) 二等業餘人員。
(1),207,業餘人員測試及格證明，逾期一年未領執照？,(1) 該及格證明失效。,(2) 繼續有效。,(3) 自動領執照。,(4) 寄給 NCC。
(3),208,業餘中繼電臺之呼號特徵為何？,(1) 只有數字。,(2) 隨意取。,(3) 第三字元通常為特定數字如「0」。,(4) 沒有呼號。
(2),209,業餘電臺發射之信號強度，在居民經常出入處應符合？,(1) 越高越好。,(2) 電磁波輻射安全標準限制值。,(3) 沒規定。,(4) 100 瓦。
(4),210,二等業餘無線電人員在測試中，「摩爾斯碼」的規定為何？,(1) 必須測試每分鐘 50 字。,(2) 必須測試每分鐘 20 字。,(3) 目前二等測試已取消摩爾斯碼術科測試。,(4) 依現行法規已不強制術科測試，但學科包含原理。
(1),211,業餘人員通訊紀錄若有錯誤，應？,(1) 劃線修正並簽署，或重新輸入。,(2) 用立可帶塗掉。,(3) 撕毀那一頁。,(4) 裝作沒錯。
(2),212,業餘電臺之天線結構應距高壓電源線多少距離？,(1) 1 公尺。,(2) 安全距離，防止天線倒塌時觸及高壓線。,(3) 沒限制。,(4) 100 公尺。
(3),213,業餘無線電人員執照之換領，應向哪個單位提出申請？,(1) 鄉鎮公所。,(2) 交通部。,(3) 國家通訊傳播委員會 (NCC) 各區監理處。,(4) 警察局。
(4),214,下列何者為業餘無線電作業之終極目標？,(1) 賺大錢。,(2) 認識女朋友。,(3) 打發時間。,(4) 增進無線電技術研究、國際友誼及應急通訊支援。
(2),215,在業餘無線電通訊中，使用「Q 碼」的主要目的是什麼？,(1) 作為祕密通訊,(2) 縮短通訊時間並克服語言障礙,(3) 測試機器性能,(4) 增加通訊樂趣
(3),216,Q 碼「QTH」代表什麼意義？,(1) 你的電臺位置在哪裡？,(2) 我現在正忙碌中,(3) 我的位置在…,(4) 請更換頻率
(1),217,當你想詢問對方「你的姓名為何？」時，應使用哪個 Q 碼？,(1) QRZ?,(2) QSL?,(3) QTH?,(4) QRM?
(4),218,Q 碼「QSL」在通訊中的含義為何？,(1) 我有干擾,(2) 你的訊號很強,(3) 請重複一次,(4) 我確認收到（或請給予確認）
(2),219,在通訊時，若受到其他電臺的干擾，應使用哪個 Q 碼？,(1) QRN,(2) QRM,(3) QRP,(4) QRS
(1),220,Q 碼「QRN」代表什麼樣的干擾？,(1) 天電或自然雜訊干擾,(2) 人為機器干擾,(3) 鄰頻干擾,(4) 語音干擾
(3),221,當你需要對方「減慢發報速度」時，應使用哪個 Q 碼？,(1) QRP,(2) QRL,(3) QRS,(4) QRV
(2),222,Q 碼「QRP」代表什麼意義？,(1) 增加電力,(2) 降低發射功率,(3) 準備通訊,(4) 停止通訊
(4),223,當對方問你「QRV?」時，他的意思是？,(1) 你的頻率偏移了,(2) 你的聲音很小,(3) 你可以降低功率嗎？,(4) 你準備好了嗎？
(1),224,在語音通訊中，代表數字「0」的國際民航組織 (ICAO) 拼音字元為何？,(1) Zero,(2) Nadazero,(3) Nada,(4) Oh
(3),225,在國際通訊拼音字母中，字母「A」的讀法為何？,(1) Able,(2) Apple,(3) Alpha,(4) Alice
(2),226,字母「B」在國際通訊拼音字母中的讀法為何？,(1) Blue,(2) Bravo,(3) Baker,(4) Boy
(4),227,字母「C」在國際通訊拼音字母中的讀法為何？,(1) Cat,(2) Center,(3) China,(4) Charlie
(1),228,字母「D」在國際通訊拼音字母中的讀法為何？,(1) Delta,(2) Dog,(3) David,(4) Date
(3),229,字母「R」在國際通訊拼音字母中的讀法為何？,(1) Roger,(2) Radio,(3) Romeo,(4) Robert
(2),230,字母「S」在國際通訊拼音字母中的讀法為何？,(1) Sugar,(2) Sierra,(3) Seven,(4) Sun
(4),231,字母「V」在國際通訊拼音字母中的讀法為何？,(1) Victory,(2) Video,(3) Violet,(4) Victor
(1),232,字母「Z」在國際通訊拼音字母中的讀法為何？,(1) Zulu,(2) Zebra,(3) Zero,(4) Zoo
(2),233,在摩爾斯電碼通訊中，英文字母「A」的組成方式為何？,(1) 噠滴,(2) 滴噠,(3) 滴滴噠,(4) 噠噠滴
(4),234,摩爾斯電碼中，哪一個字母只有一個「滴 (Dit)」？,(1) T,(2) A,(3) I,(4) E
(1),235,摩爾斯電碼中，哪一個字母只有一個「噠 (Dah)」？,(1) T,(2) M,(3) E,(4) O
(3),236,在摩爾斯電碼中，「SOS」的組成訊號為何？,(1) 噠噠噠 滴滴滴 噠噠噠,(2) 滴滴 噠噠 滴滴,(3) 滴滴滴 噠噠噠 滴滴滴,(4) 噠滴噠 滴噠滴 噠滴噠
(2),237,通訊紀錄中的「RST」指標，「R」代表什麼？,(1) 頻率 (Range),(2) 可辨識度 (Readability),(3) 距離 (Remote),(4) 穩定度 (Reliability)
(4),238,通訊紀錄中的「RST」指標，「S」代表什麼？,(1) 速度 (Speed),(2) 穩定度 (Stability),(3) 距離 (Space),(4) 訊號強度 (Signal Strength)
(1),239,通訊紀錄中的「RST」指標，「T」代表什麼？,(1) 音質 (Tone),(2) 時間 (Time),(3) 溫度 (Temperature),(4) 發射 (Transmit)
(3),240,RST 報告中，「R」的評等範圍是多少？,(1) 1 到 9,(2) 1 到 3,(3) 1 到 5,(4) 0 到 10
(4),241,RST 報告中，「S」的評等範圍是多少？,(1) 1 到 5,(2) 0 到 5,(3) 1 到 10,(4) 1 到 9
(2),242,一份完美的語音通訊 RST 報告通常會說是？,(1) 999,(2) 59,(3) 599,(4) 11
(3),243,在摩爾斯電碼 (CW) 通訊中，一份完美的 RST 報告是？,(1) 59,(2) 555,(3) 599,(4) 99
(1),244,通訊結束後，雙方交換的確認卡片稱為什麼？,(1) QSL 卡,(2) QTH 卡,(3) QRZ 卡,(4) SOS 卡
(2),245,使用單側波帶 (SSB) 通訊時，通常在 14MHz 以上頻段使用哪種側帶？,(1) 下側帶 (LSB),(2) 上側帶 (USB),(3) 雙側帶 (DSB),(4) 載波 (Carrier)
(4),246,使用單側波帶 (SSB) 通訊時，通常在 7MHz 以下頻段使用哪種側帶？,(1) 上側帶 (USB),(2) 雙側帶 (DSB),(3) 載波 (Carrier),(4) 下側帶 (LSB)
(1),247,在 VHF 頻段進行 FM 通訊時，頻偏 (Frequency Deviation) 通常是多少？,(1) 5kHz,(2) 10kHz,(3) 25kHz,(4) 100kHz
(3),248,什麼是「中繼站偏移頻率 (Repeater Offset)」？,(1) 聲音的頻率,(2) 接收與發射頻率的總和,(3) 接收頻率與發射頻率之間的差值,(4) 電池的電壓
(2),249,在台灣，144MHz 頻段的中繼站標準偏移頻率通常是多少？,(1) +0.6MHz,(2) -0.6MHz,(3) -5.0MHz,(4) +5.0MHz
(4),250,在台灣，430MHz 頻段的中繼站標準偏移頻率通常是多少？,(1) -0.6MHz,(2) +0.6MHz,(3) -1.6MHz,(4) -5.0MHz
(1),251,為什麼有些中繼站需要設定「CTCSS」或「PL Tone」？,(1) 為了減少其他雜訊或干擾誤開啟中繼站,(2) 為了增加發射功率,(3) 為了加密通話內容,(4) 為了省電
(3),252,什麼是「單工通訊 (Simplex)」？,(1) 透過中繼站通訊,(2) 使用兩個不同的頻率通訊,(3) 雙方使用同一個頻率直接通訊,(4) 只聽不說
(2),253,當你聽到有人呼叫「CQ」時，代表什麼意思？,(1) 緊急求救,(2) 廣泛呼叫，尋求與任何電臺建立聯絡,(3) 要求停止發射,(4) 機器故障
(4),254,在語音通訊中，如何正確回應 CQ 呼叫？,(1) 直接大聲喊對方的名字,(2) 只報出自己的名字,(3) 連續吹口哨,(4) 報出對方的呼號兩次，再報出自己的呼號兩次
(1),255,當你在 145.000MHz 聽到緊急救難呼叫時，應如何處理？,(1) 停止通訊，仔細監聽並在必要時提供協助,(2) 加大功率蓋過他,(3) 立即關機,(4) 切換到 433MHz 繼續聊天
(3),256,「VOX」功能在無線電機中代表什麼？,(1) 調整音量,(2) 調整頻率,(3) 聲控發射,(4) 電源開關
(2),257,在 CW 通訊中，一個「噠 (Dah)」的長度等於幾個「滴 (Dit)」？,(1) 二個,(2) 三個,(3) 四個,(4) 五個
(4),258,在 CW 通訊中，字母與字母之間的間隔長度為何？,(1) 一個滴,(2) 二個滴,(3) 三個滴,(4) 四個滴
(1),259,無線電波在自由空間傳播時，功率隨距離增加而？,(1) 減弱,(2) 增強,(3) 不變,(4) 消失
(2),260,下列哪種頻段最容易受到電離層反射而達成遠距離通訊？,(1) 超高頻 (UHF),(2) 高頻 (HF),(3) 極高頻 (VHF),(4) 微波
(3),261,什麼是「跳越距離 (Skip Distance)」？,(1) 走路的距離,(2) 兩台收音機的距離,(3) 電波經電離層一次反射後回到地面的最短距離,(4) 天線的高度
(4),262,當太陽黑子活動劇烈時，對短波通訊有何影響？,(1) 通訊完全中斷,(2) 毫無影響,(3) 只能使用 VHF,(4) 通常有利於遠距離通訊
(1),263,「UTC」時間與台灣時間相差幾個小時？,(1) 台灣時間比 UTC 早 8 小時,(2) 台灣時間比 UTC 晚 8 小時,(3) 沒有差別,(4) 差 12 小時
(2),264,在通訊紀錄中，日期通常以什麼格式書寫最不容易混淆？,(1) 月/日/年,(2) 年/月/日 或 01-Jan-2024,(3) 日/月/年,(4) 星期幾
(3),265,當對方對你說「73」時，這在業餘無線電通訊中代表什麼？,(1) 發生緊急狀況,(2) 你的訊號有雜音,(3) 最好的祝福（常用於結束通訊）,(4) 請求更換頻率
(1),266,在短波 (HF) 通訊中，「QSY」代表什麼意義？,(1) 變更頻率作業,(2) 請求重複通訊,(3) 訊號逐漸消失,(4) 準備發射
(4),267,當你在中繼站聽到「Break」或「Break Break」時，通常代表？,(1) 機器壞了,(2) 休息時間,(3) 通訊結束,(4) 有緊急事件或第三方需要插入通訊
(2),268,「QRP」通訊通常是指發射功率低於多少瓦的作業？,(1) 1 瓦,(2) 5 瓦（語音）或 5 瓦（CW）,(3) 50 瓦,(4) 100 瓦
(1),269,在進行長距離 (DX) 通訊時，若對方說「Up 5」，代表他希望你在哪裡發射？,(1) 在他的接收頻率往上 5kHz 的地方,(2) 在他的接收頻率往下 5kHz 的地方,(3) 在 5 分鐘後發射,(4) 增加 5 瓦功率
(3),270,Q 碼「QRV」的意思是？,(1) 你的訊號正在衰減,(2) 我正在受干擾,(3) 我已準備就緒,(4) 請停止發射
(2),271,「Split」作業模式是指？,(1) 將天線拆成兩半,(2) 接收與發射使用不同的頻率,(3) 兩個人同時說話,(4) 使用兩種不同的調變方式
(4),272,在 CW 通訊中，「K」字放在語句末尾代表？,(1) 結束通訊並關機,(2) 收到,(3) 錯誤,(4) 邀請任何電臺回答（請回答）
(1),273,在 CW 通訊中，「AR」字放在語句末尾代表？,(1) 訊息結束,(2) 請求重複,(3) 暫停,(4) 發生火警
(3),274,在語音通訊中，代表數字「9」的拼音字元通常讀作？,(1) Nine,(2) Niner,(3) Nine-nine,(4) Noda
(2),275,當你呼叫「CQ DX」時，你希望誰回答你？,(1) 本地的電臺,(2) 遠距離（國外）的電臺,(3) 正在進行比賽的電臺,(4) 任何人都可以
(4),276,Q 碼「QRZ?」代表什麼意思？,(1) 誰在呼叫我？,(2) 你的位置在哪？,(3) 你的功率多少？,(4) 結束通訊
(1),277,在業餘無線電中，「Pile-up」是指什麼情況？,(1) 許多電臺同時呼叫同一個目標電臺,(2) 機器過熱,(3) 電線纏繞,(4) 訊號太強導致失真
(3),278,什麼是「假負載 (Dummy Load)」的主要用途？,(1) 增加發射距離,(2) 測量電池電壓,(3) 在不輻射無線電波的情況下測試發射機功能,(4) 裝飾電臺
(2),279,「SWR」代表什麼？,(1) 訊號波長比,(2) 駐波比,(3) 短波接收機,(4) 穩定電壓調節器
(4),280,當 SWR 指標過高時，可能會導致什麼問題？,(1) 發射效率提高,(2) 電量增加,(3) 聲音變好聽,(4) 損壞發射機的功率放大組件
(1),281,「QSO」在業餘無線電中的意思是？,(1) 一次成功的聯絡通訊,(2) 太陽黑子,(3) 天線的接頭,(4) 雜訊
(2),282,在 VHF 通訊中，「多路徑反射 (Multipath)」會導致什麼現象？,(1) 訊號變強,(2) 訊號產生快速的衰落或失真（柵欄效應）,(3) 頻率變高,(4) 省電
(3),283,Q 碼「QRX」的意思是？,(1) 你的訊號很美,(2) 結束聯絡,(3) 請稍候（等待）,(4) 正在檢查機器
(4),284,在進行移動通訊（如車載）時，報明呼號後加上「Mobile」或「/M」代表？,(1) 我正在睡覺,(2) 我的機器是新的,(3) 我正在使用手機通訊,(4) 我正在移動中作業
(1),285,拼音字母「F」的讀法為何？,(1) Foxtrot,(2) Fish,(3) Flower,(4) France
(2),286,拼音字母「H」的讀法為何？,(1) Hello,(2) Hotel,(3) Horse,(4) Henry
(3),287,拼音字母「L」的讀法為何？,(1) Love,(2) London,(3) Lima,(4) Lemon
(4),288,拼音字母「Q」的讀法為何？,(1) Question,(2) Queen,(3) Quick,(4) Quebec
(2),289,當你完成一段話並交還給對方時，語音通訊中常說？,(1) Roger,(2) Over,(3) Goodbye,(4) Hello
(1),290,Q 碼「QRL?」的意思是？,(1) 你正忙碌中嗎？（或此頻率有人使用嗎？）,(2) 你的音量可以大一點嗎？,(3) 你的頻率很準,(4) 請離開
(3),291,在摩爾斯電碼中，「BT」 (— · · · —) 通常用作？,(1) 呼號前綴,(2) 結束符號,(3) 段落分隔符號,(4) 緊急求救
(4),292,關於「中繼站 (Repeater)」的敘述，何者錯誤？,(1) 它可以擴大通訊範圍,(2) 通常設在高處,(3) 它會同時接收並重新發射信號,(4) 它只能用於 CW 通訊
(2),293,當對方給你的 RST 報告是「59+20dB」時，代表？,(1) 訊號很弱,(2) 訊號極強（超過滿刻度 20 分貝）,(3) 有嚴重的干擾,(4) 音質很差
